UM_CODE;UM_NAMEF;global_id;UM_NAMES;UM_TRANS;UM_TYPE;UM_TM;UM_TE;UM_KLADR
5340;3-я Гражданская улица;58485750;3-я Гражданская ул.;Tret`ya Grazhdanskaya ulicza;1;;403;77000000000113100
5350;4-я Гражданская улица;58485751;4-я Гражданская ул.;Chetvyortaya Grazhdanskaya ulicza;1;;403;77000000000113200
5370;Грайвороновская улица;58485752;Грайвороновская ул.;Grajvoronovskaya ulicza;1;;514;77000000000026800
5380;1-й Грайвороновский проезд;58485753;1-й Грайвороновский пр.;Pervy'j Grajvoronovskij proezd;3;;514;77000000000026600
5390;2-й Грайвороновский проезд;58485754;2-й Грайвороновский пр.;Vtoroj Grajvoronovskij proezd;3;;"0513;0514";77000000000004000
5400;Романов переулок;58485755;Романов пер.;Romanov pereulok;2;;101;77000000000716000
5410;Графитный проезд;58485756;Графитный пр.;Grafitny'j proezd;3;;509;77000000000356500
5420;Графский переулок;58485757;Графский пер.;Grafskij pereulok;2;;301;77000000000113500
5430;улица Грекова;58485758;ул. Грекова;ulicza Grekova;1;;314;77000000000113600
5450;Малый Харитоньевский переулок;58485759;М. Харитоньевский пер.;Maly'j Xariton`evskij pereulok;2;;102;77000000000718600
5460;улица Гризодубовой;58485760;ул. Гризодубовой;ulicza Grizodubovoj;1;;217;77000000000734200
5470;улица Гримау;58485761;ул. Гримау;ulicza Grimau;1;;701;77000000000113900
5475;улица Грина;58485762;ул. Грина;ulicza Grina;1;;708;77000000000114000
5480;Большой Знаменский переулок;58485763;Б. Знаменский пер.;Bol`shoj Znamenskij pereulok;2;;"0101;0109";77000000000701700
5490;улица Гришина;58485764;ул. Гришина;ulicza Grishina;1;;809;77000000000114300
5500;улица Громова;58485766;ул. Громова;ulicza Gromova;1;;306;77000000000114500
5520;Грохольский переулок;58485767;Грохольский пер.;Groxol`skij pereulok;2;;"0104;0105";77000000000069200
5540;Большая Грузинская улица;58485768;Б. Грузинская ул.;Bol`shaya Gruzinskaya ulicza;1;;"0106;0108";77000000000114600
5550;Гродненская улица;58485769;Гродненская ул.;Grodnenskaya ulicza;1;;809;77000000000114400
5552;Малая Грузинская улица;58485770;М. Грузинская ул.;Malaya Gruzinskaya ulicza;1;;106;77000000000114700
5555;Грузинская площадь;58485771;Грузинская пл.;Gruzinskaya ploshhad`;4;;106;77000000000356600
5560;улица Грузинский Вал;58485772;ул. Грузинский Вал;ulicza Gruzinskij Val;1;;"0106;0108";77000000000114800
5570;Грузинский переулок;58485773;Грузинский пер.;Gruzinskij pereulok;2;;106;77000000000114900
5580;улица Губкина;58485774;ул. Губкина;ulicza Gubkina;1;;"0701;0702";77000000000115000
5585;Гурьевский проезд;58485775;Гурьевский пр.;Gur`evskij proezd;3;;617;77000000000047800
5590;улица Гурьянова;58485776;ул. Гурьянова;ulicza Gur`yanova;1;;511;77000000000016400
5595;улица Конструктора Гуськова;58485777;ул. Конструктора Гуськова;ulicza Konstruktora Gus`kova;1;;1009;77000002000131100
5600;улица Дениса Давыдова;58485778;ул. Дениса Давыдова;ulicza Denisa Davy'dova;1;;805;77000000000328400
5610;Давыдковская улица;58485779;Давыдковская ул.;Davy'dkovskaya ulicza;1;;819;77000000000115100
5620;Давыдовский переулок;58485780;Давыдовский пер.;Davy'dovskij pereulok;2;;104;77000000000069800
5630;Даев переулок;58485781;Даев пер.;Daev pereulok;2;;104;77000000000063300
5640;Дальняя улица;58485782;Дальняя ул.;Dal`nyaya ulicza;1;;813;77000000000115300
5645;Дальний переулок;58485783;Дальний пер.;Dal`nij pereulok;2;;610;77000000000115200
5650;Даниловская набережная;58485785;Даниловская наб.;Danilovskaya naberezhnaya;5;;609;77000000000115400
5660;Даниловская площадь;58485786;Даниловская пл.;Danilovskaya ploshhad`;4;;609;77000000000115500
5670;улица Даниловский Вал;58485787;ул. Даниловский Вал;ulicza Danilovskij Val;1;;609;77000000000115600
5680;Даниловский переулок;58485788;Даниловский пер.;Danilovskij pereulok;2;;609;77000000000115700
5730;Дачная улица;58485789;Дачная ул.;Dachnaya ulicza;1;;1012;77000002000457000
5750;1-й Дачно-Мещерский проезд;58485790;1-й Дачно-Мещерский пр.;Pervy'j Dachno-Meshherskij proezd;3;;816;77000000000116000
5751;2-й Дачно-Мещерский проезд;58485791;2-й Дачно-Мещерский пр.;Vtoroj Dachno-Meshherskij proezd;3;;816;77000000000116100
5752;3-й Дачно-Мещерский проезд;58485792;3-й Дачно-Мещерский пр.;Tretij Dachno-Meshherskij proezd;3;;816;77000000000116200
5753;4-й Дачно-Мещерский проезд;58485793;4-й Дачно-Мещерский пр.;Chetvyorty'j Dachno-Meshherskij proezd;3;;816;77000000000116300
5754;5-й Дачно-Мещерский проезд;58485794;5-й Дачно-Мещерский пр.;Pyaty'j Dachno-Meshherskij proezd;3;;816;77000000000328500
5755;6-й Дачно-Мещерский проезд;58485795;6-й Дачно-Мещерский пр.;Shestoj Dachno-Meshherskij proezd;3;;816;77000000000116400
5759;Дачная улица;58485796;Дачная ул.;Dachnaya ulicza;1;;711;77000000000115900
5770;Дашков переулок;58485797;Дашков пер.;Dashkov pereulok;2;;109;77000000000116500
5780;Никольская улица;58485798;Никольская ул.;Nikol`skaya ulicza;1;;108;77000000000705600
5790;улица 26-ти Бакинских Комиссаров;58485799;ул. 26-ти Бакинских Комиссаров;ulicza Dvadczati Shesti Bakinskix Komissarov;1;;817;77000000000116600
5800;улица Двинцев;58485800;ул. Двинцев;ulicza Dvinczev;1;;309;77000000000116700
5805;Дворникова улица;58485801;Дворникова ул.;Dvornikova ulicza;1;;507;77000000000356700
5810;Дворцовая аллея;58485802;Дворцовая аллея;Dvorczovaya alleya;9;;201;77000000000116800
5820;Левая Дворцовая аллея;58485804;Лев. Дворцовая аллея;Levaya Dvorczovaya alleya;9;;201;77000000000356800
5830;Правая Дворцовая аллея;58485805;Прав. Дворцовая аллея;Pravaya Dvorczovaya alleya;9;;201;77000000000356900
5844;Дворцовый проезд;58485806;Дворцовый пр.;Dvorczovy'j proezd;3;;404;77000000000328600
5850;проезд Девичьего Поля;58485807;пр. Девичьего Поля;proezd Devich`ego Polya;3;;109;77000000000116900
5860;улица Девятая Рота;58485808;ул. Девятая Рота;ulicza Devyataya Rota;1;;415;77000000000117000
5870;Большой Девятинский переулок;58485809;Б. Девятинский пер.;Bol`shoj Devyatinskij pereulok;2;;"0101;0106";77000000000117100
5880;Девяткин переулок;58485810;Девяткин пер.;Devyatkin pereulok;2;;102;77000000000117200
5890;улица 9 Мая;58485811;ул. 9 Мая;ulicza Devyatogo Maya;1;;414;77000000000762600
5895;площадь Шарля Де Голля;58485812;пл. Шарля Де Голля;ploshhad` Sharlya De Gollya;4;;301;77000000000357000
5900;Дегтярный переулок;58485813;Дегтярный пер.;Degtyarny'j pereulok;2;;108;77000000000117400
5910;Дегунинский проезд;58485814;Дегунинский пр.;Deguninskij proezd;3;;"0203;0206";77000000000409600
5920;Дегунинская улица;58485815;Дегунинская ул.;Deguninskaya ulicza;1;;209;77000000000033300
5930;проезд Дежнёва;58485816;пр. Дежнёва;proezd Dezhnyova;3;;316;77000000000117500
5935;улица Декабристов;58485817;ул. Декабристов;ulicza Dekabristov;1;;"0310;0311;0313";77000000000117600
5940;Большая Декабрьская улица;58485818;Б. Декабрьская ул.;Bol`shaya Dekabr`skaya ulicza;1;;106;77000000000117700
5950;Делегатская улица;58485819;Делегатская ул.;Delegatskaya ulicza;1;;108;77000000000054300
5970;Деловая улица;58485820;Деловая ул.;Delovaya ulicza;1;;618;77000000000357100
5980;Большой Демидовский переулок;58485821;Б. Демидовский пер.;Bol`shoj Demidovskij pereulok;2;;102;77000000000117800
5990;Малый Демидовский переулок;58485822;М. Демидовский пер.;Maly'j Demidovskij pereulok;2;;102;77000000000117900
6000;Денисовский переулок;58485824;Денисовский пер.;Denisovskij pereulok;2;;102;77000000000118000
6030;Дербеневская улица;58485825;Дербеневская ул.;Derbenevskaya ulicza;1;;609;77000000000118300
6040;Дербеневская набережная;58485826;Дербеневская наб.;Derbenevskaya naberezhnaya;5;;609;77000000000118200
6050;1-й Дербеневский переулок;58485827;1-й Дербеневский пер.;Pervy'j Derbenevskij pereulok;2;;609;77000000000357200
6051;2-й Дербеневский переулок;58485828;2-й Дербеневский пер.;Vtoroj Derbenevskij pereulok;2;;609;77000000000357300
6052;3-й Дербеневский переулок;58485829;3-й Дербеневский пер.;Tretij Derbenevskij pereulok;2;;609;77000000000118400
6070;Деповская улица;58485830;Деповская ул.;Depovskaya ulicza;1;;216;77000000000034000
6080;Десантная улица;58485831;Десантная ул.;Desantnaya ulicza;1;;813;77000000000118600
6090;улица 10-летия Октября;58485832;ул. 10-летия Октября;ulicza Desyatiletiya Oktyabrya;1;;109;77000000000709100
6100;Детская улица;58485833;Детская ул.;Detskaya ulicza;1;;403;77000000000118800
6105;улица Мусы Джалиля;58485834;ул. Мусы Джалиля;ulicza Musy' Dzhalilya;1;;611;77000000000048000
6106;Джанкойский проезд;58485835;Джанкойский пр.;Dzhankojskij proezd;3;;711;77000000000119000
6107;Джанкойская улица;58485836;Джанкойская ул.;Dzhankojskaya ulicza;1;;711;77000000000118900
6108;Джамгаровская улица;58485837;Джамгаровская ул.;Dzhamgarovskaya ulicza;1;;307;77000000000733200
6110;Лубянская площадь;58485838;Лубянская пл.;Lubyanskaya ploshhad`;4;;"0105;0108";77000000000711600
6120;улица Большая Лубянка;58485839;ул. Б. Лубянка;ulicza Bol`shaya Lubyanka;1;;"0104;0105";77000000000701800
6130;Дивизионная улица;58485841;Дивизионная ул.;Divizionnaya ulicza;1;;813;77000000000357500
6140;улица Алексея Дикого;58485842;ул. Алексея Дикого;ulicza Alekseya Dikogo;1;;411;77000000000038100
6150;улица Большая Якиманка;58485843;ул. Б. Якиманка;ulicza Bol`shaya Yakimanka;1;;110;77000000000701900
6160;Динамовская улица;58485844;Динамовская ул.;Dinamovskaya ulicza;1;;107;77000000000119400
6171;2-й Динамовский переулок;58485845;2-й Динамовский пер.;Vtoroj Dinamovskij pereulok;2;;107;77000000000323100
6180;1-й Зачатьевский переулок;58485846;1-й Зачатьевский пер.;Pervy'j Zachat`evskij pereulok;2;;109;77000000000711700
6181;улица Дмитриевского;58485847;ул. Дмитриевского;ulicza Dmitrievskogo;1;;409;77000000000734700
6200;Дмитровский переулок;58485848;Дмитровский пер.;Dmitrovskij pereulok;2;;108;77000000000054400
6210;Дмитровский проезд;58485849;Дмитровский пр.;Dmitrovskij proezd;3;;215;77000000000119600
6220;Дмитровское шоссе;58485850;Дмитровское ш.;Dmitrovskoe shosse;6;;"0203;0206;0208;0209;0215;0306;0315";77000000000033500
6230;Днепропетровская улица;58485852;Днепропетровская ул.;Dnepropetrovskaya ulicza;1;;"0619;0620";77000000000119700
6240;Днепропетровский проезд;58485853;Днепропетровский пр.;Dnepropetrovskij proezd;3;;620;77000000000119800
6250;Добровольческая улица;58485854;Добровольческая ул.;Dobrovol`cheskaya ulicza;1;;107;77000000000119900
6260;Добровольческий переулок;58485855;Добровольческий пер.;Dobrovol`cheskij pereulok;2;;107;77000000000357600
6270;улица Добролюбова;58485856;ул. Добролюбова;ulicza Dobrolyubova;1;;305;77000000000120000
6280;переулок Добролюбова;58485857;пер. Добролюбова;pereulok Dobrolyubova;2;;305;77000000000416200
6290;проезд Добролюбова;58485858;пр. Добролюбова;proezd Dobrolyubova;3;;305;77000000000357700
6295;Доброслободская улица;58485859;Доброслободская ул.;Dobroslobodskaya ulicza;1;;102;77000000000120100
6300;улица Коровий Вал;58485860;ул. Коровий Вал;ulicza Korovij Val;1;;"0103;0110";77000000000720800
6310;Серпуховская площадь;58485861;Серпуховская пл.;Serpuxovskaya ploshhad`;4;;"0103;0110";77000000000702000
6320;1-й Добрынинский переулок;58485862;1-й Добрынинский пер.;Pervy'j Dobry'ninskij pereulok;2;;"0103;0110";77000000000120400
6330;2-й Добрынинский переулок;58485863;2-й Добрынинский пер.;Vtoroj Dobry'ninskij pereulok;2;;110;77000000000120500
6340;3-й Добрынинский переулок;58485864;3-й Добрынинский пер.;Tretij Dobry'ninskij pereulok;2;;110;77000000000120600
6341;4-й Добрынинский переулок;58485865;4-й Добрынинский пер.;Chetvyorty'j Dobry'ninskij pereulok;2;;"0103;0110";77000000000120700
6350;улица Доватора;58485866;ул. Доватора;ulicza Dovatora;1;;109;77000000000120800
6355;улица Довженко;58485867;ул. Довженко;ulicza Dovzhenko;1;;815;77000000000120900
6360;улица Докукина;58485868;ул. Докукина;ulicza Dokukina;1;;312;77000000000121000
6370;Докучаев переулок;58485870;Докучаев пер.;Dokuchaev pereulok;2;;104;77000000000063400
6380;улица Долгова;58485871;ул. Долгова;ulicza Dolgova;1;;903;77000000000121100
6385;Долгопрудная аллея;58485872;Долгопрудная аллея;Dolgoprudnaya alleya;9;;315;77000000000409700
6390;Долгопрудная улица;58485873;Долгопрудная ул.;Dolgoprudnaya ulicza;1;;208;77000000000121200
6395;Долгопрудненское шоссе;58485874;Долгопрудненское ш.;Dolgoprudnenskoe shosse;6;;315;77000000000121300
6400;Дольская улица;58485875;Дольская ул.;Dol`skaya ulicza;1;;"0616;0618";77000000000048100
6410;Домодедовская улица;58485876;Домодедовская ул.;Domodedovskaya ulicza;1;;"0616;0617";77000000000048200
6420;Домостроительная улица;58485877;Домостроительная ул.;Domostroitel`naya ulicza;1;;816;77000000000121500
6430;Донбасская улица;58485878;Донбасская ул.;Donbasskaya ulicza;1;;606;77000000000048300
6440;проезд Донелайтиса;58485879;пр. Донелайтиса;proezd Donelajtisa;3;;908;77000000000121600
6450;Донецкая улица;58485880;Донецкая ул.;Doneczkaya ulicza;1;;509;77000000000016500
6455;Донская площадь;58485881;Донская пл.;Donskaya ploshhad`;4;;610;77000000000449600
6460;Донская улица;58485882;Донская ул.;Donskaya ulicza;1;;"0110;0610";77000000000121800
6461;бульвар Дмитрия Донского;58485883;бульв. Дмитрия Донского;bul`var Dmitriya Donskogo;8;;708;77000000000329600
6480;1-й Донской проезд;58485884;1-й Донской пр.;Pervy'j Donskoj proezd;3;;610;77000000000121900
6490;2-й Донской проезд;58485885;2-й Донской пр.;Vtoroj Donskoj proezd;3;;610;77000000000122000
6510;3-й Донской проезд;58485886;3-й Донской пр.;Tretij Donskoj proezd;3;;610;77000000000122100
6515;4-й Донской проезд;58485887;4-й Донской пр.;Chetvyorty'j Donskoj proezd;3;;610;77000000000357900
6520;5-й Донской проезд;58485889;5-й Донской пр.;Pyaty'j Donskoj proezd;3;;610;77000000000122200
6525;аллея Дорога Жизни;58485890;аллея Дорога Жизни;alleya Doroga Zhizni;9;;905;77000000000357800
6530;Дорогобужская улица;58485891;Дорогобужская ул.;Dorogobuzhskaya ulicza;1;;809;77000000000122300
6550;2-й Дорогобужский переулок;58485892;2-й Дорогобужский пер.;Vtoroj Dorogobuzhskij pereulok;2;;809;77000000000122400
6570;Большая Дорогомиловская улица;58485893;Б. Дорогомиловская ул.;Bol`shaya Dorogomilovskaya ulicza;1;;805;77000000000122600
6580;Малая Дорогомиловская улица;58485894;М. Дорогомиловская ул.;Malaya Dorogomilovskaya ulicza;1;;805;77000000000122700
6585;площадь Дорогомиловская Застава;58485895;пл. Дорогомиловская Застава;ploshhad` Dorogomilovskaya Zastava;4;;805;77000000000358000
6590;Дорожная улица;58485896;Дорожная ул.;Dorozhnaya ulicza;1;;"0619;0620;0621";77000000000122800
6610;1-й Дорожный проезд;58485897;1-й Дорожный пр.;Pervy'j Dorozhny'j proezd;3;;620;77000000000122900
6611;улица Подольских Курсантов;58485898;ул. Подольских Курсантов;ulicza Podol`skix Kursantov;1;;"0607;0620;0621";77000000000231500
6620;3-й Дорожный проезд;58485899;3-й Дорожный пр.;Tretij Dorozhny'j proezd;3;;621;77000000000123000
6630;улица Генерала Дорохова;58485900;ул. Генерала Дорохова;ulicza Generala Doroxova;1;;"0809;0820";77000000000123100
6660;улица Достоевского;58485901;ул. Достоевского;ulicza Dostoevskogo;1;;"0105;0108;0309";77000000000054500
6670;переулок Достоевского;58485902;пер. Достоевского;pereulok Dostoevskogo;2;;108;77000000000054600
6680;проезд Досфлота;58485903;пр. Досфлота;proezd Dosflota;3;;908;77000000000123300
6690;Дохтуровский переулок;58485904;Дохтуровский пер.;Doxturovskij pereulok;2;;805;77000000000123400
6700;Дроболитейный переулок;58485905;Дроболитейный пер.;Drobolitejny'j pereulok;2;;301;77000000000123500
6710;Большой Дровяной переулок;58485906;Б. Дровяной пер.;Bol`shoj Drovyanoj pereulok;2;;107;77000000000123600
6720;Малый Дровяной переулок;58485907;М. Дровяной пер.;Maly'j Drovyanoj pereulok;2;;107;77000000000394100
6730;улица Дружбы;58485909;ул. Дружбы;ulicza Druzhby';1;;815;77000000000123700
6732;улица Дружбы;58485910;ул. Дружбы;ulicza Druzhby';1;;813;77000000033123800
6740;Дружинниковская улица;58485911;Дружинниковская ул.;Druzhinnikovskaya ulicza;1;;106;77000000000123900
6750;Дубининская улица;58485912;Дубининская ул.;Dubininskaya ulicza;1;;"0103;0609";77000000000124000
6760;улица Дубки;58485913;ул. Дубки;ulicza Dubki;1;;215;77000000000124100
6770;Дубнинская улица;58485914;Дубнинская ул.;Dubninskaya ulicza;1;;"0203;0206;0208";77000000000124200
6780;Дубнинский проезд;58485915;Дубнинский пр.;Dubninskij proezd;3;;206;77000000000416300
6784;улица Дубовой Рощи;58485916;ул. Дубовой Рощи;ulicza Dubovoj Roshhi;1;;"0308;0310";77000000000124300
6786;проезд Дубовой Рощи;58485917;пр. Дубовой Рощи;proezd Dubovoj Roshhi;3;;310;77000000000329800
6790;Дубосековская улица;58485918;Дубосековская ул.;Dubosekovskaya ulicza;1;;214;77000000000124400
6791;Дубравная улица;58485919;Дубравная ул.;Dubravnaya ulicza;1;;902;77000000000358200
6810;1-я Дубровская улица;58485920;1-я Дубровская ул.;Pervaya Dubrovskaya ulicza;1;;"0107;0515";77000000000016600
6820;2-я Дубровская улица;58485921;2-я Дубровская ул.;Vtoraya Dubrovskaya ulicza;1;;107;77000000000124500
6830;1-й Дубровский проезд;58485922;1-й Дубровский пр.;Pervy'j Dubrovskij proezd;3;;515;77000000000027200
6840;Дубровский проезд;58485923;Дубровский пр.;Dubrovskij proezd;3;;515;77000000000124800
6850;Дуговая улица;58485924;Дуговая ул.;Dugovaya ulicza;1;;606;77000000000358300
6860;улица Дудинка;58485925;ул. Дудинка;ulicza Dudinka;1;;317;77000000000124900
6870;улица Дунаевского;58485927;ул. Дунаевского;ulicza Dunaevskogo;1;;805;77000000000125000
6880;улица Олеко Дундича;58485928;ул. Олеко Дундича;ulicza Oleko Dundicha;1;;"0818;0819";77000000000329900
6890;Дурасовский переулок;58485929;Дурасовский пер.;Durasovskij pereulok;2;;102;77000000000125100
6900;улица Дурова;58485930;ул. Дурова;ulicza Durova;1;;105;77000000000125200
6920;Духовской переулок;58485931;Духовской пер.;Duxovskoj pereulok;2;;"0609;0610";77000000000125300
6930;Душинская улица;58485932;Душинская ул.;Dushinskaya ulicza;1;;507;77000000000027400
6940;улица Дыбенко;58485933;ул. Дыбенко;ulicza Dy'benko;1;;216;77000000000125400
6970;1-я улица Дьяково-Городище;58485934;1-я ул. Дьяково-Городище;Pervaya ulicza D`yakovo-Gorodishhe;1;;614;77000000000358400
6980;2-я улица Дьяково-Городище;58485935;2-я ул. Дьяково-Городище;Vtoraya ulicza D`yakovo-Gorodishhe;1;;614;77000000000358500
7010;площадь Европы;58485936;пл. Европы;ploshhad` Evropy';4;;805;77000000000730100
7020;Егерская улица;58485937;Егерская ул.;Egerskaya ulicza;1;;418;77000000000125600
7030;Егорьевская улица;58485938;Егорьевская ул.;Egor`evskaya ulicza;1;;508;77000000000016900
7040;Егорьевский проезд;58485939;Егорьевский пр.;Egor`evskij proezd;3;;508;77000000000016700
7050;Еготьевский тупик;58485940;Еготьевский туп.;Egot`evskij tupik;7;;616;77000000000358600
7090;Ездаков переулок;58485941;Ездаков пер.;Ezdakov pereulok;2;;702;77000000000125500
7100;Ейская улица;58485942;Ейская ул.;Ejskaya ulicza;1;;508;77000000000016800
7105;Большая Екатерининская улица;58485943;Б. Екатерининская ул.;Bol`shaya Ekaterininskaya ulicza;1;;105;77000000000449900
7110;Малая Екатерининская улица;58485945;М. Екатерининская ул.;Malaya Ekaterininskaya ulicza;1;;105;77000000000358700
7120;Елагинский проспект;58485946;Елагинский просп.;Elaginskij prospekt;10;;408;77000000000358800
7140;улица Еланского;58485947;ул. Еланского;ulicza Elanskogo;1;;109;77000000000717800
7155;Елецкая улица;58485948;Елецкая ул.;Eleczkaya ulicza;1;;"0611;0617";77000000000048400
7160;Елизаветинский переулок;58485949;Елизаветинский пер.;Elizavetinskij pereulok;2;;102;77000000000125900
7165;Елисеевский переулок;58485950;Елисеевский пер.;Eliseevskij pereulok;2;;106;77000000000126100
7170;Яковоапостольский переулок;58485951;Яковоапостольский пер.;Yakovoapostol`skij pereulok;2;;102;77000000000716100
7190;Елоховский проезд;58485952;Елоховский пр.;Eloxovskij proezd;3;;102;77000000000126300
7200;Ельнинская улица;58485953;Ельнинская ул.;El`ninskaya ulicza;1;;807;77000000000126400
7210;Енисейская улица;58485954;Енисейская ул.;Enisejskaya ulicza;1;;"0303;0313";77000000000126500
7220;Ереванская улица;58485955;Ереванская ул.;Erevanskaya ulicza;1;;618;77000000000048500
7240;улица Ермакова Роща;58485956;ул. Ермакова Роща;ulicza Ermakova Roshha;1;;106;77000000000126600
7250;улица Генерала Ермолова;58485957;ул. Генерала Ермолова;ulicza Generala Ermolova;1;;805;77000000000126700
7260;Большой Каретный переулок;58485958;Б. Каретный пер.;Bol`shoj Karetny'j pereulok;2;;108;77000000000702100
7270;Еропкинский переулок;58485959;Еропкинский пер.;Eropkinskij pereulok;2;;109;77000000000126800
7280;Есенинский бульвар;58485960;Есенинский бульв.;Eseninskij bul`var;8;;506;77000000000001400
7290;улица Ефремова;58485961;ул. Ефремова;ulicza Efremova;1;;109;77000000000126900
7300;улица Рождественка;58485963;ул. Рождественка;ulicza Rozhdestvenka;1;;105;77000000000705300
7305;площадь Генерала Жадова;58485964;пл. Генерала Жадова;ploshhad` Generala Zhadova;4;;907;77000000000393100
7310;улица Жебрунова;58485965;ул. Жебрунова;ulicza Zhebrunova;1;;418;77000000000127100
7322;1-я Железногорская улица;58485966;1-я Железногорская ул.;Pervaya Zheleznogorskaya ulicza;1;;711;77000000000127200
7324;2-я Железногорская улица;58485967;2-я Железногорская ул.;Vtoraya Zheleznogorskaya ulicza;1;;711;77000000000127300
7326;3-я Железногорская улица;58485968;3-я Железногорская ул.;Tret`ya Zheleznogorskaya ulicza;1;;711;77000000000127400
7327;4-я Железногорская улица;58485969;4-я Железногорская ул.;Chetvyortaya Zheleznogorskaya ulicza;1;;711;77000000000127500
7328;5-я Железногорская улица;58485971;5-я Железногорская ул.;Pyataya Zheleznogorskaya ulicza;1;;711;77000000000127600
7329;6-я Железногорская улица;58485972;6-я Железногорская ул.;Shestaya Zheleznogorskaya ulicza;1;;711;77000000000127700
7333;Железногорский проезд;58485973;Железногорский пр.;Zheleznogorskij proezd;3;;711;77000000000127800
7336;Железнодорожная улица;58485974;Железнодорожная ул.;Zheleznodorozhnaya ulicza;1;;1012;77000002000456500
7338;Железнодорожная улица;58485975;Железнодорожная ул.;Zheleznodorozhnaya ulicza;1;;813;77000000033128100
7339;Железнодорожная улица;58485976;Железнодорожная ул.;Zheleznodorozhnaya ulicza;1;;212;77000000000748100
7340;Железнодорожный проезд;58485977;Железнодорожный пр.;Zheleznodorozhny'j proezd;3;;609;77000000000128200
7350;бульвар Матроса Железняка;58485978;бульв. Матроса Железняка;bul`var Matrosa Zheleznyaka;8;;210;77000000000037800
7360;аллея Жемчуговой;58485979;аллея Жемчуговой;alleya Zhemchugovoj;9;;404;77000000000039400
7370;Живарев переулок;58485981;Живарев пер.;Zhivarev pereulok;2;;104;77000000000063500
7380;улица Анатолия Живова;58485982;ул. Анатолия Живова;ulicza Anatoliya Zhivova;1;;106;77000000000128400
7390;Живописная улица;58485983;Живописная ул.;Zhivopisnaya ulicza;1;;"0906;0907";77000000000128500
7400;Жигулёвская улица;58485984;Жигулёвская ул.;Zhigulyovskaya ulicza;1;;506;77000000000001500
7410;улица Бориса Жигулёнкова;58485985;ул. Бориса Жигулёнкова;ulicza Borisa Zhigulyonkova;1;;417;77000000000088500
7420;Жидков переулок;58485986;Жидков пер.;Zhidkov pereulok;2;;415;77000000000128600
7430;Житная улица;58485987;Житная ул.;Zhitnaya ulicza;1;;110;77000000000128700
7450;Житомирская улица;58485988;Житомирская ул.;Zhitomirskaya ulicza;1;;819;77000000000128800
7460;Ермолаевский переулок;58485989;Ермолаевский пер.;Ermolaevskij pereulok;2;;106;77000000000702200
7470;улица Жужа;58485990;ул. Жужа;ulicza Zhuzha;1;;614;77000000000431400
7480;Жуков проезд;58485991;Жуков пр.;Zhukov proezd;3;;"0103;0609";77000000000129000
7485;проспект Маршала Жукова;58485993;просп. Маршала Жукова;prospekt Marshala Zhukova;10;;906;77000000000705500
7490;улица Жуковского;58485994;ул. Жуковского;ulicza Zhukovskogo;1;;102;77000000000129200
7495;Жулебинская улица;58485995;Жулебинская ул.;Zhulebinskaya ulicza;1;;504;77000000000000400
7496;Жулебинский проезд;58485996;Жулебинский пр.;Zhulebinskij proezd;3;;504;77000000000001600
7497;Жулебинский бульвар;58485997;Жулебинский бульв.;Zhulebinskij bul`var;8;;504;77000000000359100
7500;площадь Журавлёва;58485998;пл. Журавлёва;ploshhad` Zhuravlyova;4;;"0415;0417";77000000000129300
7510;Верхний Журавлёв переулок;58485999;Верх. Журавлёв пер.;Verxnij Zhuravlyov pereulok;2;;417;77000000000359200
7520;Нижний Журавлёв переулок;58486000;Нижн. Журавлёв пер.;Nizhnij Zhuravlyov pereulok;2;;"0415;0417";77000000000359300
7530;улица Забелина;58486001;ул. Забелина;ulicza Zabelina;1;;102;77000000000129400
7536;Заваруевский переулок;58486002;Заваруевский пер.;Zavaruevskij pereulok;2;;415;77000000000130100
7540;Заветная улица;58486003;Заветная ул.;Zavetnaya ulicza;1;;813;77000000000129500
7545;Заводская улица;58486004;Заводская ул.;Zavodskaya ulicza;1;;1005;77000002000129700
7546;Заводской переулок;58486005;Заводской пер.;Zavodskoj pereulok;2;;1005;77000002000129800
7547;Заводская улица;58486006;Заводская ул.;Zavodskaya ulicza;1;;1005;77000002004315300
7548;Заводской тупик;58486007;Заводской туп.;Zavodskoj tupik;7;;1005;77000002000130000
7550;Заводское шоссе;58486008;Заводское ш.;Zavodskoe shosse;6;;813;77000000000330700
7560;Заводской проезд;58486009;Заводской пр.;Zavodskoj proezd;3;;408;77000000000129900
7574;4-й Загородный проезд;58486010;4-й Загородный пр.;Chetvyorty'j Zagorodny'j proezd;3;;610;77000000000359500
7575;5-й Загородный проезд;58486011;5-й Загородный пр.;Pyaty'j Zagorodny'j proezd;3;;705;77000000000359600
7576;6-й Загородный проезд;58486012;6-й Загородный пр.;Shestoj Zagorodny'j proezd;3;;705;77000000000359700
7580;Загородное шоссе;58486013;Загородное ш.;Zagorodnoe shosse;6;;610;77000000000130200
7610;проезд Загорского;58486014;пр. Загорского;proezd Zagorskogo;3;;809;77000000000130300
7620;Загорьевская улица;58486015;Загорьевская ул.;Zagor`evskaya ulicza;1;;606;77000000000048700
7630;Загорьевский проезд;58486016;Загорьевский пр.;Zagor`evskij proezd;3;;606;77000000000048800
7635;Задонский проезд;58486017;Задонский пр.;Zadonskij proezd;3;;611;77000000000048900
7640;улица Заморёнова;58486018;ул. Заморёнова;ulicza Zamoryonova;1;;106;77000000000130400
7645;Заозёрная улица;58486019;Заозёрная ул.;Zaozyornaya ulicza;1;;409;77000000000038000
